primo	-1	7	0.0011882064988777863	2269268
nuovo	4	4	0.0011045920877111482	2109579
stesso	3	6	0.0010942188929411749	2089768
grande	-1	12	0.0010621411062977507	2028505
tale	5	1	0.0007677164220740365	1466205
pubblico	3	2	0.0007422659397667667	1417599
presente	4	2	0.0005762513639970947	1100540
diverso	3	6	0.0005726625559130304	1093686
ultimo	1	6	0.0005479037595525141	1046401
nazionale	1	5	0.0005346460092332105	1021081
relativo	10	2	0.0004887517827131882	933431
sociale	1	2	0.0004858033470082909	927800
regionale	1	2	0.000440252607226399	840806
politico	1	2	0.0004302391310373642	821682
possibile	2	2	0.00041286320511532264	788497
vero	-1	5	0.0003994216684468059	762826
generale	3	3	0.0003946248970931273	753665
previsto	2	-1	0.00038012357817159833	725970
necessario	3	3	0.00036927180584270545	705245
economico	2	4	0.0003546474390805352	677315
locale	1	2	0.0003454324648360871	659716
unico	5	6	0.00033832344129401817	646139
piccolo	-1	4	0.0003340183376950721	637917
secondo	-1	3	0.0003305363456088411	631267
importante	2	5	0.00032425776408914243	619276
seguente	1	3	0.0003114770205052608	594867
comune	6	6	0.0002938099686283404	561126
internazionale	1	2	0.0002918689543932038	557419
bello	6	5	0.0002837582690675319	541929
alto	3	5	0.00027122414477276526	517991
umano	3	3	0.0002681039656988028	512032
certo	4	4	0.0002663315531857363	508647
successivo	1	4	0.0002635669038300521	503367
buono	5	8	0.0002539482279467343	484997
tecnico	3	2	0.0002430252449526192	464136
lungo	2	4	0.00023726817683410642	453141
culturale	2	2	0.0002341008730552175	447092
civile	5	4	0.0002293124794268592	437947
superiore	2	6	0.00022856581465769148	436521
forte	7	7	0.00022435705489992833	428483
particolare	3	4	0.00021887016842299378	418004
specifico	4	3	0.00021461952003862936	409886
precedente	1	3	0.00021288166564250894	406567
professionale	1	4	0.00021260677153043807	406042
solo	3	8	0.00021251618737541282	405869
prossimo	3	3	0.00020581557794270631	393072
scolastico	3	-1	0.0001948412813810047	372113
libero	6	2	0.00019048434060663953	363792
principale	1	6	0.0001879411773641096	358935
privato	2	1	0.00018677143746626898	356701
personale	1	2	0.00018574150085971013	354734
scientifico	4	2	0.0001829061644466363	349319
storico	4	2	0.00017809054321098718	340122
pieno	3	3	0.00017326340260302272	330903
intero	2	3	0.00017260836920454528	329652
migliore	-1	3	0.00017147737628631085	327492
medio	-1	3	0.00017115849911630864	326883
semplice	6	8	0.00016878131955668624	322343
speciale	7	5	0.00016122094606298856	307904
vecchio	1	10	0.00015862228039021194	302941
medesimo	2	-1	0.0001554078519063966	296802
difficile	5	2	0.0001536218255896847	293391
attuale	1	3	0.00015248402576962757	291218
utile	2	3	0.0001510163530150854	288415
ulteriore	1	2	0.0001508927815666116	288179
interno	1	3	0.00015055871976946646	287541
singolo	1	3	0.00015010318095517758	286671
fondamentale	2	4	0.00014956124684852357	285636
giusto	8	10	0.0001489051662343811	284383
diretto	3	3	0.0001459420695101734	278724
disponibile	3	1	0.000145650419947462	278167
grave	5	1	0.0001453509162672629	277595
vario	6	4	0.00014447963283395636	275931
chiaro	2	11	0.00014340623677729867	273881
provinciale	4	-1	0.0001430062003932565	273117
basso	8	3	0.0001398755491626437	267138
americano	3	1	0.0001393241901150044	266085
ambientale	3	-1	0.0001388775526338683	265232
naturale	4	10	0.00013870790369613313	264908
breve	4	7	0.0001348044073047268	257453
minore	4	5	0.00013360220372127019	255157
militare	6	2	0.0001317109322302226	251545
vicino	3	5	0.00012999035689257522	248259
centrale	2	2	0.00012998459720641755	248248
numeroso	-1	2	0.0001294452811389261	247218
fisico	3	1	0.00012857661574478219	245559
giovane	9	1	0.00012718224808679223	242896
mondiale	3	-1	0.0001253585220061392	239413
antico	2	4	0.00012256821586666174	234084
caro	4	2	0.00011960721357378409	228429
reale	6	6	0.00011697974947021909	223411
costituzionale	2	1	0.00011693314837312517	223322
unito	3	1	0.00011622941944622375	221978
positivo	8	1	0.00011434076599433875	218371
finale	3	3	0.00011215784494057979	214202
operativo	3	2	0.00011215313247008714	214193
ampio	1	5	0.00011075824120426468	211529
recente	1	2	0.00010924396735262857	208637
commerciale	3	1	0.00010869470273631934	207588
complessivo	2	1	0.00010812135215971438	206493
formativo	2	1	0.00010761711781700154	205530
simile	2	4	0.00010507814343713173	200681
attivo	4	4	0.00010445400290077273	199489
lontano	2	4	0.00010391049797062119	198451
nero	6	2	0.00010297428716608268	196663
straordinario	1	2	0.00010263498929061235	196015
aperto	8	4	0.00010261090333031662	195969
apposito	2	-1	0.00010085367544439312	192613
giuridico	2	1	0.00010078037034784089	192473
produttivo	4	1	9.920169273280532e-05	189458
elettronico	2	-1	9.841471016053386e-05	187955
facile	2	1	9.812515502915255e-05	187402
bianco	-1	2	9.812148977432493e-05	187395
pronto	1	3	9.806284569708315e-05	187283
continuo	3	4	9.571498817608166e-05	182799
esterno	2	3	9.539506379041442e-05	182188
autonomo	2	1	9.534060857583276e-05	182084
interessato	1	2	9.336451261591759e-05	178310
religioso	4	3	9.216702150295363e-05	176023
ordinario	1	4	9.194867703679449e-05	175606
moderno	4	3	9.169734527718683e-05	175126
adeguato	4	3	9.16303234746248e-05	174998
penale	1	2	8.967831347500537e-05	171270
proprio	2	3	8.96039611627881e-05	171128
sportivo	7	1	8.948196053781189e-05	170895
ricco	7	2	8.930864634524911e-05	170564
completo	3	4	8.869864322036804e-05	169399
significativo	4	5	8.868712384805269e-05	169377
normale	5	2	8.797082833317088e-05	168009
opportuno	2	1	8.744879132415249e-05	167012
straniero	1	2	8.68319812974487e-05	165834
assoluto	5	2	8.62701500931591e-05	164761
profondo	7	6	8.452129993255586e-05	161421
istituzionale	2	1	8.420137554688862e-05	160810
favorevole	4	1	8.418619091974565e-05	160781
capace	4	3	8.295361808200313e-05	158427
determinato	4	4	8.249074875805903e-05	157543
evidente	2	3	8.217030076455928e-05	156931
permanente	2	2	8.214359676510096e-05	156880
legale	6	2	8.196190484721793e-05	156533
sindacale	3	1	8.174356038105878e-05	156116
collettivo	3	2	8.162051254041753e-05	155881
complesso	6	1	8.096181388711248e-05	154623
tradizionale	1	2	8.079740102770248e-05	154309
musicale	3	2	8.039265217316766e-05	153536
totale	2	3	7.956273375862989e-05	151951
definitivo	2	1	7.859667730763797e-05	150106
preciso	2	2	7.791179826270712e-05	148798
elettrico	1	2	7.719340831649524e-05	147426
materiale	4	2	7.461935221184689e-05	142510
popolare	-1	3	7.441985762765831e-05	142129
tecnologico	1	2	7.436906766790426e-05	142032
famoso	1	2	7.369204274046114e-05	140739
urbano	3	1	7.365486658435252e-05	140668
duro	3	6	7.364544164336723e-05	140650
grosso	1	3	7.353862564553397e-05	140446
efficace	3	3	7.274169452444471e-05	138924
vivo	5	4	7.256785672404942e-05	138592
negativo	3	1	7.256209703789175e-05	138581
essenziale	-1	4	7.21636314773471e-05	137820
effettivo	5	3	7.081900656344617e-05	135252
elevato	5	1	7.058600107797658e-05	134807
rosso	7	3	7.048599198196604e-05	134616
familiare	2	3	7.04158285324089e-05	134482
originale	5	2	7.008962085275147e-05	133859
democratico	4	2	6.984823764196161e-05	133398
artistico	2	2	6.961418494082699e-05	132951
sufficiente	3	3	6.932986588777083e-05	132408
tedesco	2	1	6.846434214062199e-05	130755
annuale	3	1	6.805540442342704e-05	129974
classico	6	2	6.784491407475562e-05	129572
valido	5	3	6.763337651041918e-05	129168
contrario	1	2	6.705269542415901e-05	128059
aziendale	2	-1	6.630655426282379e-05	126634
immediato	2	3	6.615208995223158e-05	126339
romano	6	-1	6.564209592336106e-05	125365
povero	3	2	6.552114251404988e-05	125134
legato	3	-1	6.408331540596109e-05	122388
parlamentare	2	1	6.394770097733946e-05	122129
pericoloso	3	1	6.294918084073156e-05	120222
notevole	3	2	6.278633880481911e-05	119911
cattivo	2	2	6.245856030166413e-05	119285
sicuro	2	9	6.152392032062318e-05	117500
obbligatorio	4	-1	6.055053335997604e-05	115641
futuro	2	3	6.029030026721561e-05	115144
integrato	2	-1	5.9415351579081474e-05	113473
serio	3	4	5.925041511183895e-05	113158
strano	2	6	5.900955550888162e-05	112698
femminile	2	2	5.889697982489069e-05	112483
idoneo	2	2	5.844091740276931e-05	111612
quotidiano	1	2	5.841683144247357e-05	111566
gratuito	2	1	5.78199185134054e-05	110426
verde	-1	2	5.71826877812335e-05	109209
responsabile	3	2	5.687271194438406e-05	108617
critico	2	2	5.6051171255166545e-05	107048
contemporaneo	5	2	5.5810311652209217e-05	106588
inutile	2	3	5.5303982878166296e-05	105621
funzionale	4	1	5.4803413790281055e-05	104665
armato	4	1	5.4565172226486304e-05	104210
cattolico	1	2	5.433635560367684e-05	103773
elementare	3	1	5.431384046687865e-05	103730
